postcode,latitude,longitude
CH429,53.372228,-3.040787
CH430,53.370571,-3.064674
CH431,53.390818,-3.047812
CH432,53.380574,-3.057723
CH433,53.365696,-3.065921
CH434,53.387816,-3.035424
CH435,53.375838,-3.044288
CH436,53.386927,-3.055836
CH437,53.400917,-3.066696
CH438,53.393292,-3.047512
CH439,53.388338,-3.078530
CH440,53.417131,-3.035443
CH441,53.419924,-3.038672
CH442,53.419395,-3.049764
CH443,53.415525,-3.050316
CH444,53.409629,-3.037909
CH445,53.414815,-3.046387
CH446,53.412157,-3.026251
CH447,53.409820,-3.021968
CH448,53.415784,-3.025707
CH449,53.414659,-3.031141
CH450,53.431035,-3.059252
CH451,53.433449,-3.035961
CH452,53.438312,-3.048303
CH453,53.420940,-3.061118
CH454,53.422626,-3.045299
CH455,53.421734,-3.043516
CH456,53.422881,-3.059195
CH457,53.426735,-3.030606
CH458,53.422533,-3.070939
CH459,53.436099,-3.053578
CH460,53.400290,-3.111623
CH461,53.412974,-3.098036
CH462,53.414913,-3.087619
CH463,53.416669,-3.104677
CH464,53.413088,-3.123555
CH465,53.396390,-3.133886
CH466,53.401728,-3.118518
CH467,53.405149,-3.121767
CH468,53.401586,-3.107745
CH469,53.404497,-3.098209
CH47,53.185138,-2.882544
CH470,53.397354,-3.162439
CH471,53.392066,-3.183649
CH472,53.396130,-3.180799
CH473,53.398208,-3.172449
CH474,53.389704,-3.179719
CH475,53.395193,-3.174501
CH476,53.401411,-3.160159
CH477,53.403386,-3.152060
CH478,53.399847,-3.155544
CH479,53.399266,-3.155212
CH48,53.174992,-2.928193
CH480,53.372793,-3.185490
CH481,53.366344,-3.163970
CH482,53.361883,-3.163232
CH483,53.367965,-3.179178
CH484,53.372199,-3.183744
CH485,53.378446,-3.176521
CH486,53.376841,-3.167834
CH487,53.371931,-3.170750
CH488,53.365091,-3.154920
CH489,53.372891,-3.159939
CH49,53.197726,-2.884630
CH490,53.377069,-3.100479
CH491,53.376213,-3.102531
CH492,53.385010,-3.111524
CH493,53.379172,-3.126390
CH494,53.388742,-3.115260
CH495,53.369880,-3.073450
CH496,53.387340,-3.101676
CH497,53.371067,-3.079372
CH498,53.377034,-3.093353
CH499,53.378940,-3.098456
CH51,53.203675,-3.040591
CH52,53.214993,-3.008038
CH53,53.183196,-3.061015
CH54,53.222043,-3.066574
CH59,53.208658,-3.017188
CH600,53.329737,-3.098885
CH601,53.333868,-3.077561
CH602,53.329293,-3.082536
CH603,53.315576,-3.083316
CH604,53.327585,-3.100241
CH605,53.329391,-3.097359
CH606,53.332440,-3.111764
CH607,53.329715,-3.098464
CH608,53.323430,-3.088739
CH609,53.332270,-3.120289
CH610,53.352530,-3.121466
CH611,53.352419,-3.080869
CH612,53.348509,-3.114991
CH613,53.352248,-3.118755
CH614,53.352651,-3.119095
CH615,53.342824,-3.103863
CH616,53.335110,-3.095238
CH617,53.355943,-3.091701
CH618,53.348582,-3.096620
CH619,53.349273,-3.092747
CH620,53.312431,-2.964199
CH621,53.361614,-2.997566
CH622,53.333668,-2.984225
CH623,53.327495,-2.970945
CH624,53.348474,-2.980977
CH625,53.351758,-2.995744
CH626,53.324566,-2.973881
CH627,53.327619,-2.985317
CH628,53.316649,-2.963901
CH629,53.307267,-2.974388
CH630,53.324235,-2.991921
CH631,53.322627,-3.046861
CH632,53.352360,-3.024423
CH633,53.349626,-3.005519
CH634,53.337076,-3.013064
CH635,53.362038,-3.012078
CH636,53.338702,-3.023795
CH637,53.356211,-3.003871
CH638,53.353372,-3.029060
CH639,53.339136,-3.008652
CH640,53.283622,-3.066232
CH641,53.294508,-2.993316
CH642,53.292299,-3.009198
CH643,53.291801,-3.064350
CH644,53.276164,-3.050866
CH645,53.250977,-3.000641
CH646,53.291008,-3.066611
CH647,53.293473,-3.040912
CH648,53.273401,-3.033631
CH649,53.289439,-3.061096
CH65,53.250096,-3.132124
CH650,53.279114,-2.901232
CH651,53.312433,-2.945912
CH652,53.285289,-2.897718
CH653,53.285268,-2.908967
CH654,53.279027,-2.874190
CH655,53.286351,-2.912845
CH656,53.267147,-2.907203
CH657,53.275296,-2.916149
CH658,53.280837,-2.898089
CH659,53.274292,-2.907669
CH66,53.267736,-3.177378
CH660,53.271537,-2.967652
CH661,53.285678,-2.943926
CH662,53.259930,-2.924830
CH663,53.277911,-2.927918
CH664,53.275117,-2.943783
CH665,53.292145,-2.955965
CH666,53.298238,-2.977078
CH667,53.297240,-2.983757
CH668,53.275623,-2.982441
CH669,53.264218,-2.975568
CH69,53.246444,-3.141754
CH708,53.192744,-2.922590
CH71,53.170982,-3.135784
CH72,53.162840,-3.077430
CH73,53.166582,-3.062251
CH74,53.133881,-3.093670
CH75,53.216054,-3.251559
CH76,53.181689,-3.118619
CH79,53.167513,-3.143980
CH87,53.288989,-3.213771
CH88,53.227435,-3.188375
CH883,53.194567,-2.874551
CH89,53.305628,-3.246029
CH999,53.163537,-2.902877
CM07,51.734272,0.889383
CM08,51.626366,0.820166
CM11,51.742492,0.500602
CM111,51.634881,0.498391
CM112,51.624486,0.440213
CM12,51.741655,0.452795
CM120,51.636994,0.415477
CM122,51.622870,0.416692
CM129,51.619962,0.413243
CM13,51.711602,0.407595
CM131,51.637551,0.350860
CM132,51.619248,0.333850
CM133,51.569746,0.385559
CM14,51.749790,0.379533
CM144,51.614040,0.285019
CM145,51.613354,0.299386
CM149,51.620304,0.303594
CM150,51.675110,0.301587
CM158,51.625604,0.320099
CM159,51.634334,0.285605
CM16,51.751764,0.497188
CM164,51.695634,0.107043
CM165,51.700821,0.112146
CM166,51.712954,0.157949
CM167,51.673581,0.103126
CM169,51.700040,0.113007
CM17,51.757263,0.471451
CM170,51.784367,0.134243
CM179,51.762028,0.146087
CM186,51.756588,0.098795
CM187,51.752280,0.096262
CM19,51.742492,0.500602
CM194,51.756301,0.087595
CM195,51.755484,0.073300
CM20,51.729662,0.470958
CM201,51.774179,0.075389
CM202,51.778700,0.108823
CM203,51.770996,0.107696
CM209,51.771745,0.093946
CM210,51.810858,0.142603
CM211,51.812466,0.159331
CM219,51.809632,0.154064
CM226,51.888177,0.266375
CM227,51.833340,0.262546
CM231,51.892863,0.182125
CM232,51.872793,0.140868
CM233,51.856691,0.162337
CM234,51.856621,0.151922
CM235,51.879142,0.174225
CM239,51.866754,0.160336
CM241,51.880948,0.219094
CM248,51.897160,0.200938
CM25,51.751986,0.518441
CM26,51.741427,0.514232
CM27,51.722229,0.488783
CM28,51.713999,0.499479
CM29,51.723701,0.481667
CM31,51.830846,0.456953
CM32,51.773000,0.620000
CM33,51.765173,0.540786
CM34,51.714564,0.594048
CM35,51.643727,0.615775
CM36,51.646531,0.680844
CM37,51.642639,0.603642
CM38,51.636450,0.558296
CM39,51.643346,0.616389
CM40,51.700722,0.304783
CM49,51.667000,0.380000
CM50,51.758000,0.211000
CM55,51.703812,0.245164
CM59,51.706000,0.246000
CM61,51.812556,0.335831
CM62,51.928825,0.287638
CM63,51.897758,0.409106
CM64,51.867049,0.287973
CM69,51.876441,0.566235
CM70,51.882172,0.552451
CM71,51.871474,0.556407
CM72,51.876587,0.538332
CM73,51.877384,0.575268
CM74,51.967873,0.450647
CM75,51.885592,0.540321
CM776,51.876647,0.512331
CM777,51.862597,0.536077
CM778,51.854104,0.603317
CM79,51.881000,0.553000
CM81,51.794588,0.627153
CM82,51.808083,0.626095
CM83,51.850837,0.620438
CM89,51.800750,0.641552
CM921,51.769356,0.061253
CM94,51.733000,0.678000
CM95,51.726189,0.684267
CM96,51.733000,0.599000
CM98,51.754568,0.841960
CM981,51.752183,0.518844
CM99,51.734888,0.677557
CM992,51.742492,0.500602
CO100,52.029505,0.758111
CO101,52.048436,0.739994
CO102,52.037340,0.729093
CO103,52.044772,0.754851
CO105,52.028030,0.858920
CO107,52.035317,0.708045
CO108,52.065991,0.492230
CO109,52.112905,0.799570
CO11,51.891798,0.906823
CO111,51.941302,1.090510
CO112,51.912116,1.145178
CO119,51.945243,1.062795
CO12,51.884693,0.918092
CO123,51.931860,1.275999
CO124,51.928079,1.241934
CO125,51.916732,1.222165
CO129,51.937681,1.279763
CO130,51.839816,1.226670
CO133,51.832702,1.244976
CO139,51.837066,1.243543
CO148,51.849501,1.270003
CO151,51.787832,1.149977
CO152,51.775907,1.118641
CO153,51.794655,1.142736
CO154,51.812268,1.156079
CO155,51.809614,1.194040
CO156,51.802507,1.163173
CO159,51.801817,1.160441
CO160,51.854078,1.182564
CO167,51.794917,1.130222
CO168,51.802858,1.136315
CO169,51.811398,1.127375
CO19,51.889792,0.898830
CO20,51.843000,0.805000
CO27,51.878914,0.910509
CO28,51.863760,0.907018
CO29,51.872084,0.870216
CO30,51.890263,0.841592
CO33,51.882157,0.879402
CO34,51.879222,0.862228
CO38,51.885201,0.828091
CO39,51.890440,0.853217
CO40,51.894494,0.917826
CO43,51.889000,0.930000
CO45,51.963200,0.895064
CO46,51.912261,0.893937
CO49,51.912829,0.916485
CO50,51.812455,0.761417
CO51,51.816994,0.745399
CO57,51.856175,0.944016
CO58,51.776224,0.920103
CO59,51.835631,0.749930
CO61,51.878000,0.685000
CO62,51.933166,0.688722
CO63,51.915412,0.845900
CO64,52.000636,0.870612
CO65,52.005032,0.899309
CO70,51.812880,1.019156
CO75,51.811539,1.024914
CO76,51.972434,1.059743
CO77,51.928505,0.953943
CO78,51.852524,1.064712
CO79,51.869555,0.963458
CO85,51.971077,0.779113
CO91,51.942597,0.627167
CO92,51.946922,0.652843
CO93,51.973275,0.594990
CO94,52.045571,0.509396
CO99,51.944666,0.636480
CR00,51.347804,-0.021552
CR01,51.373107,-0.106311
CR02,51.384485,-0.102536
CR03,51.383394,-0.114639
CR04,51.368194,-0.117274
CR05,51.366522,-0.091154
CR06,51.381683,-0.089460
CR07,51.393960,-0.054104
CR08,51.371970,-0.039361
CR09,51.342917,-0.038462
CR20,51.341667,-0.089602
CR21,51.378068,-0.113266
CR26,51.351986,-0.100332
CR27,51.364358,-0.089175
CR28,51.348960,-0.044379
CR29,51.321794,-0.068254
CR30,51.310452,-0.080726
CR34,51.279551,-0.073999
CR35,51.289782,-0.102011
CR36,51.283228,-0.077817
CR37,51.277298,-0.033157
CR41,51.402559,-0.139485
CR42,51.416799,-0.158538
CR43,51.405203,-0.174920
CR44,51.390308,-0.166456
CR441,51.382347,-0.132875
CR49,51.405149,-0.174865
CR51,51.293992,-0.141310
CR52,51.321237,-0.135903
CR53,51.309124,-0.155936
CR59,51.319803,-0.140841
CR60,51.279549,-0.073972
CR69,51.309517,-0.049715
CR76,51.394375,-0.115797
CR77,51.390920,-0.105619
CR78,51.398061,-0.094039
CR79,51.378069,-0.113291
CR81,51.338528,-0.110651
CR82,51.340939,-0.110150
CR83,51.336451,-0.125208
CR84,51.329818,-0.121517
CR85,51.320829,-0.104447
CR89,51.346677,-0.103409
CR90,51.343390,-0.005259
CR909,51.378068,-0.113291
CR91,51.372162,-0.099008
CR92,51.375079,-0.098140
CR93,51.378068,-0.113291
CR94,51.382347,-0.132875
CR95,51.373094,-0.091284
CR96,51.376695,-0.091334
CR97,51.378068,-0.113291
CR98,51.382298,-0.056352
CR99,51.378068,-0.113291
CT101,51.356969,1.436257
CT102,51.354890,1.429493
CT103,51.365939,1.429084
CT109,51.360196,1.432864
CT11,51.282970,1.086963
CT110,51.335663,1.395546
CT111,51.339913,1.405827
CT117,51.338971,1.407222
CT118,51.336034,1.423116
CT119,51.334599,1.406624
CT12,51.276913,1.081750
CT124,51.334409,1.314895
CT125,51.353138,1.385849
CT126,51.339912,1.405826
CT13,51.272035,1.077771
CT130,51.268370,1.338542
CT133,51.274046,1.340689
CT139,51.274047,1.340690
CT140,51.226411,1.366647
CT144,51.225058,1.402147
CT146,51.233498,1.398386
CT147,51.200446,1.392658
CT148,51.184362,1.373985
CT149,51.215831,1.374511
CT154,51.195654,1.269100
CT155,51.176122,1.305066
CT156,51.153591,1.370537
CT157,51.116180,1.234943
CT161,51.128416,1.309348
CT162,51.141912,1.300661
CT163,51.147518,1.275648
CT169,51.132212,1.304587
CT170,51.138443,1.276635
CT179,51.120105,1.290558
CT187,51.113547,1.169538
CT188,51.130794,1.147432
CT19,51.283456,1.093091
CT194,51.089540,1.148214
CT195,51.091218,1.175966
CT196,51.092114,1.186012
CT20,51.309028,1.119825
CT201,51.084451,1.183985
CT202,51.074137,1.153678
CT203,51.075700,1.149115
CT209,51.078581,1.177144
CT214,51.065208,1.027450
CT215,51.071519,1.092479
CT216,51.067054,1.080004
CT219,51.072313,1.087811
CT27,51.290194,1.075298
CT28,51.285928,1.068199
CT29,51.307000,1.043000
CT31,51.276136,1.169308
CT32,51.278664,1.281520
CT33,51.229000,1.198000
CT34,51.317704,1.176150
CT45,51.195517,1.035029
CT46,51.183000,1.161000
CT47,51.204322,0.973755
CT48,51.256776,0.966404
CT501,51.075700,1.149115
CT51,51.359646,1.025760
CT52,51.359050,1.036265
CT53,51.350000,1.057000
CT54,51.343940,1.018836
CT59,51.358682,1.030638
CT65,51.372435,1.129799
CT66,51.367516,1.150902
CT67,51.359376,1.110188
CT68,51.369000,1.105000
CT69,51.362158,1.120951
CT70,51.372619,1.305067
CT79,51.380784,1.306102
CT88,51.386918,1.385756
CT91,51.381858,1.384724
CT92,51.387369,1.399689
CT93,51.385308,1.428692
CT94,51.374964,1.389774
CT95,51.380935,1.353052
CT99,51.387152,1.382309
CV100,52.537509,-1.532282
CV107,52.510617,-1.484076
CV108,52.522279,-1.490822
CV109,52.533154,-1.507119
CV11,52.407718,-1.511958
CV114,52.503700,-1.441640
CV115,52.524018,-1.479114
CV116,52.518731,-1.441553
CV119,52.522739,-1.464642
CV12,52.403910,-1.504136
CV120,52.471134,-1.504913
CV122,52.479688,-1.470406
CV128,52.478377,-1.469435
CV129,52.479653,-1.459363
CV13,52.410000,-1.528000
CV130,52.640661,-1.408081
CV136,52.568660,-1.486878
CV14,52.415416,-1.510358
CV15,52.381624,-1.460987
CV19,52.381624,-1.460987
CV21,52.435907,-1.464936
CV211,52.389689,-1.268746
CV212,52.375308,-1.267867
CV213,52.378161,-1.237058
CV214,52.360059,-1.211716
CV219,52.379810,-1.250428
CV22,52.428694,-1.435631
CV225,52.360228,-1.236060
CV226,52.358692,-1.268979
CV227,52.349566,-1.289654
CV23,52.420138,-1.479354
CV230,52.412974,-1.360455
CV231,52.356720,-1.186051
CV238,52.302053,-1.233498
CV239,52.378000,-1.301038
CV24,52.413611,-1.489590
CV25,52.420127,-1.449343
CV31,52.396457,-1.483218
CV311,52.284997,-1.521659
CV312,52.260588,-1.526379
CV313,52.277212,-1.533457
CV319,52.286497,-1.532451
CV32,52.404948,-1.446474
CV324,52.291819,-1.530445
CV325,52.291612,-1.539508
CV326,52.294301,-1.556137
CV327,52.300472,-1.520249
CV33,52.385114,-1.467585
CV339,52.235696,-1.459827
CV34,52.395916,-1.495217
CV344,52.285421,-1.578567
CV345,52.293893,-1.582342
CV346,52.266998,-1.609982
CV347,52.267599,-1.554120
CV348,52.278260,-1.553926
CV349,52.291873,-1.601480
CV35,52.391702,-1.513090
CV350,52.159658,-1.507862
CV357,52.323156,-1.667282
CV358,52.293421,-1.728910
CV359,52.211424,-1.600473
CV36,52.368090,-1.512203
CV364,52.067202,-1.623555
CV365,52.080184,-1.615012
CV370,52.204808,-1.715812
CV371,52.198869,-1.717166
CV376,52.192597,-1.707273
CV377,52.137812,-1.603849
CV378,52.174988,-1.789059
CV379,52.202593,-1.726039
CV39,52.381624,-1.460987
CV40,52.381624,-1.460987
CV47,52.384609,-1.551853
CV470,52.245597,-1.401148
CV471,52.251998,-1.386678
CV472,52.202310,-1.406545
CV474,52.244550,-1.396330
CV477,52.212688,-1.288384
CV478,52.246692,-1.320752
CV479,52.283070,-1.399267
CV48,52.392561,-1.595343
CV49,52.407376,-1.577171
CV56,52.401817,-1.533453
CV57,52.416859,-1.581918
CV58,52.410591,-1.549561
CV59,52.436573,-1.561638
CV61,52.414350,-1.522162
CV62,52.432190,-1.529779
CV63,52.426076,-1.511888
CV64,52.451073,-1.517350
CV65,52.426701,-1.502321
CV66,52.451385,-1.474380
CV67,52.434635,-1.476373
CV69,52.433865,-1.493298
CV77,52.433865,-1.493298
CV78,52.462443,-1.527956
CV79,52.460618,-1.433781
CV81,52.340646,-1.573228
CV82,52.345400,-1.570320
CV83,52.367173,-1.413166
CV89,52.341798,-1.578794
CV91,52.572603,-1.529518
CV92,52.571620,-1.596974
CV93,52.573468,-1.521010
CV99,52.576243,-1.545417
CW100,53.185034,-2.465730
CW109,53.191704,-2.451613
CW111,53.144999,-2.364544
CW112,53.138777,-2.290646
CW113,53.127389,-2.373541
CW114,53.128364,-2.348292
CW115,53.143839,-2.361873
CW12,53.099004,-2.443398
CW121,53.166807,-2.197435
CW122,53.194634,-2.203716
CW123,53.176448,-2.170296
CW124,53.161806,-2.237826
CW129,53.167119,-2.229000
CW13,53.107073,-2.453922
CW14,53.120476,-2.453794
CW15,53.099898,-2.377365
CW16,53.088059,-2.430415
CW19,53.087987,-2.430623
CW25,53.066028,-2.401483
CW26,53.084058,-2.454501
CW27,53.091073,-2.444212
CW28,53.080220,-2.473031
CW30,52.990368,-2.502558
CW39,53.005433,-2.334351
CW47,53.201969,-2.356509
CW48,53.226457,-2.349658
CW55,53.072023,-2.522195
CW56,53.076000,-2.517000
CW57,53.058436,-2.517152
CW58,53.043595,-2.537468
CW59,53.068215,-2.521507
CW60,53.212638,-2.705662
CW66,53.158776,-2.668167
CW69,53.119976,-2.602896
CW71,53.186166,-2.528400
CW72,53.190960,-2.553483
CW73,53.188830,-2.498336
CW74,53.191284,-2.519438
CW79,53.194820,-2.520723
CW81,53.239066,-2.534446
CW82,53.242659,-2.599210
CW83,53.255796,-2.565128
CW84,53.274158,-2.550374
CW95,53.257020,-2.498365
CW96,53.335570,-2.507660
CW97,53.267731,-2.474950
CW98,53.249000,-2.519000
CW981,53.087987,-2.430623
CW99,53.261344,-2.508697
DA100,51.440765,0.306894
DA101,51.442934,0.320948
DA109,51.444700,0.209620
DA11,51.438068,0.217401
DA110,51.433977,0.363644
DA117,51.429064,0.364670
DA118,51.425138,0.346155
DA119,51.442443,0.355014
DA12,51.451334,0.214014
DA121,51.433352,0.373654
DA122,51.441465,0.374521
DA123,51.385377,0.385399
DA124,51.427486,0.398943
DA125,51.410247,0.387470
DA129,51.441219,0.373314
DA13,51.444105,0.174550
DA130,51.384155,0.362742
DA139,51.400797,0.354484
DA14,51.463091,0.186063
DA144,51.431960,0.114799
DA145,51.416787,0.129833
DA146,51.418439,0.115599
DA15,51.455078,0.237125
DA150,51.435849,0.101329
DA157,51.435233,0.101872
DA158,51.452875,0.090376
DA159,51.434569,0.106273
DA161,51.473858,0.113813
DA162,51.460925,0.113907
DA163,51.471041,0.110933
DA175,51.487202,0.145558
DA176,51.497371,0.163815
DA179,51.444700,0.209620
DA184,51.492431,0.141914
DA19,51.444700,0.209620
DA26,51.446274,0.238436
DA27,51.419712,0.239655
DA28,51.430000,0.262000
DA37,51.393708,0.334354
DA38,51.368578,0.299039
DA39,51.384686,0.304532
DA40,51.371785,0.209570
DA49,51.403949,0.242408
DA51,51.450364,0.125537
DA52,51.438969,0.160017
DA53,51.439605,0.131153
DA59,51.444700,0.209620
DA67,51.449761,0.138952
DA68,51.457647,0.132526
DA74,51.457440,0.152180
DA75,51.471008,0.141011
DA76,51.460076,0.155601
DA79,51.463200,0.134729
DA81,51.476448,0.149921
DA82,51.472924,0.195490
DA83,51.469570,0.159130
DA89,51.476454,0.195702
DA99,51.450687,0.287949
DD100,56.845111,-2.276481
DD101,56.709317,-2.470593
DD108,56.716155,-2.463049
DD109,56.738867,-2.486198
DD11,56.462234,-2.973542
DD111,56.563368,-2.580448
DD112,56.554503,-2.604372
DD113,56.562046,-2.617867
DD114,56.596712,-2.607570
DD115,56.569877,-2.575584
DD119,56.558628,-2.580408
DD12,56.466858,-2.969408
DD13,56.460538,-2.968612
DD14,56.455160,-2.981912
DD15,56.463338,-2.981652
DD19,56.461653,-2.991362
DD21,56.456442,-3.021422
DD22,56.465678,-3.023473
DD23,56.469323,-3.009563
DD24,56.474014,-3.029071
DD25,56.451651,-3.133258
DD29,56.483373,-3.012014
DD30,56.487913,-2.974557
DD36,56.472157,-2.986701
DD37,56.473599,-2.979304
DD38,56.481276,-2.987864
DD39,56.495000,-3.019000
DD40,56.528754,-2.980499
DD46,56.470999,-2.955619
DD47,56.470705,-2.933974
DD48,56.480014,-2.920597
DD49,56.492787,-2.947266
DD51,56.471825,-2.895352
DD52,56.470659,-2.858169
DD53,56.475587,-2.865375
DD54,56.486720,-2.825600
DD59,56.484479,-2.887340
DD68,56.425099,-2.976062
DD69,56.449933,-2.882491
DD76,56.502608,-2.711707
DD77,56.500982,-2.712716
DD80,56.644195,-2.888230
DD81,56.606277,-3.002575
DD82,56.613003,-2.862602
DD83,56.652000,-2.879000
DD84,56.837876,-3.080258
DD85,56.674382,-2.976903
DD89,56.673848,-3.004342
DD96,56.689178,-2.610724
DD97,56.807240,-2.643416
DD99,56.733590,-2.659040
DE10,52.915038,-1.466139
DE11,52.923275,-1.491161
DE110,52.778137,-1.562782
DE111,52.774594,-1.557911
DE117,52.770587,-1.539424
DE118,52.775751,-1.540348
DE119,52.763127,-1.558694
DE12,52.921114,-1.475971
DE126,52.739466,-1.563509
DE127,52.706056,-1.498707
DE128,52.764217,-1.676219
DE13,52.931160,-1.491440
DE130,52.824868,-1.653671
DE137,52.729606,-1.750457
DE138,52.765078,-1.787171
DE139,52.857722,-1.685282
DE141,52.804547,-1.634193
DE142,52.812535,-1.641752
DE143,52.791136,-1.658818
DE149,52.815734,-1.629219
DE150,52.801636,-1.590699
DE159,52.794369,-1.610936
DE19,52.915038,-1.466139
DE212,52.949206,-1.416218
DE214,52.935672,-1.431858
DE215,52.972206,-1.459077
DE216,52.922957,-1.440548
DE217,52.920844,-1.398096
DE221,52.949084,-1.484994
DE222,52.948993,-1.505950
DE223,52.916266,-1.494113
DE224,52.926769,-1.520826
DE225,52.963730,-1.504770
DE231,52.886131,-1.499814
DE232,52.893704,-1.513353
DE233,52.893252,-1.519858
DE234,52.897533,-1.540770
DE236,52.913035,-1.478403
DE238,52.905362,-1.471239
DE240,52.895918,-1.414704
DE241,52.908149,-1.445571
DE243,52.875770,-1.505059
DE245,52.883349,-1.412451
DE248,52.898000,-1.443827
DE249,52.883247,-1.491718
DE30,52.907379,-1.553216
DE39,52.912546,-1.531719
DE42,53.145469,-1.588620
DE43,53.140911,-1.546402
DE44,53.076669,-1.579126
DE45,53.080011,-1.476537
DE451,53.243246,-1.668018
DE459,53.213728,-1.674639
DE49,53.139682,-1.554264
DE53,53.044196,-1.412340
DE54,53.050223,-1.408171
DE551,53.080260,-1.387457
DE552,53.104761,-1.342821
DE553,53.094542,-1.351399
DE554,53.085314,-1.372231
DE555,53.129364,-1.342984
DE556,53.121000,-1.408903
DE557,53.097274,-1.386707
DE559,53.085314,-1.372231
DE560,53.004410,-1.476095
DE561,53.031845,-1.470082
DE562,53.047196,-1.451531
DE564,52.996671,-1.499328
DE569,53.017332,-1.485404
DE58,53.034723,-1.405594
DE59,53.043027,-1.384002
DE61,53.086871,-1.719432
DE62,52.999574,-1.781924
DE63,52.972054,-1.639318
DE64,52.944723,-1.571002
DE65,52.907000,-1.607000
DE655,52.875012,-1.630169
DE656,52.855146,-1.564043
DE659,52.864990,-1.683506
DE69,53.006329,-1.711996
DE70,52.975426,-1.317829
DE722,52.858283,-1.385150
DE723,52.903647,-1.366905
DE735,52.872670,-1.450035
DE736,52.863367,-1.435046
DE737,52.878145,-1.505314
DE738,52.825327,-1.424292
DE74,52.960233,-1.328728
DE742,52.840321,-1.348095
DE75,52.970411,-1.296481
DE757,53.016146,-1.353007
DE759,52.975426,-1.317829
DE76,52.979333,-1.354287
DE78,52.989370,-1.305588
DE79,52.985814,-1.325099
DE993,52.915038,-1.466139
DG109,55.317821,-3.443668
DG11,55.078656,-3.607709
DG111,55.128831,-3.437325
DG112,55.207703,-3.302690
DG113,55.067753,-3.286285
DG119,55.120212,-3.355584
DG12,55.066988,-3.604704
DG125,55.022572,-3.275858
DG126,54.992398,-3.244186
DG129,54.983864,-3.262738
DG13,55.083883,-3.592286
DG130,55.150173,-2.998807
DG14,54.996914,-3.519897
DG140,55.080511,-2.944547
DG165,54.991045,-3.072013
DG19,55.069788,-3.606824
DG20,55.113900,-3.692962
DG27,55.066009,-3.614628
DG28,54.895000,-3.586000
DG29,55.079000,-3.787000
DG34,55.239528,-3.776060
DG35,55.227684,-3.732873
DG39,55.241892,-3.765856
DG46,55.388000,-3.996000
DG54,54.926341,-3.840012
DG64,54.835800,-4.052804
DG71,54.938975,-3.933992
DG72,54.924196,-4.001856
DG73,55.205000,-4.214000
DG79,54.941083,-3.929613
DG80,54.881495,-4.808497
DG86,54.974337,-4.525289
DG87,55.000703,-4.450853
DG88,54.775764,-4.409579
DG89,54.736557,-4.547768
DG90,54.913589,-5.047135
DG91,54.903533,-5.023701
DG97,54.903730,-5.026122
DG98,54.903078,-5.020207
DG99,54.844000,-4.994000
DH11,54.783258,-1.555715
DH12,54.774814,-1.544474
DH13,54.765585,-1.597809
DH14,54.787161,-1.594858
DH15,54.807567,-1.558218
DH19,54.792707,-1.535113
DH21,54.884986,-1.594252
DH22,54.852810,-1.585105
DH23,54.845301,-1.599493
DH31,54.908253,-1.568408
DH32,54.876673,-1.575883
DH33,54.864911,-1.573498
DH34,54.864000,-1.567000
DH39,54.853904,-1.574016
DH44,54.867664,-1.494707
DH45,54.849720,-1.486583
DH46,54.839861,-1.497062
DH47,54.870567,-1.496914
DH49,54.843230,-1.471247
DH50,54.812061,-1.442403
DH58,54.832594,-1.468228
DH59,54.824442,-1.480165
DH61,54.784251,-1.471412
DH62,54.756614,-1.372714
DH63,54.740127,-1.416568
DH64,54.718556,-1.481333
DH65,54.708489,-1.538560
DH70,54.830528,-1.742651
DH76,54.818073,-1.628194
DH77,54.768889,-1.652270
DH78,54.753000,-1.606000
DH79,54.799242,-1.666818
DH80,54.866345,-1.854572
DH81,54.850236,-1.792613
DH85,54.851235,-1.837447
DH86,54.860152,-1.826600
DH87,54.859381,-1.809639
DH88,54.860691,-1.853798
DH89,54.897959,-1.961518
DH90,54.878852,-1.656905
DH96,54.861860,-1.690902
DH97,54.850680,-1.712464
DH971,54.792710,-1.535113
DH98,54.865529,-1.737879
DH981,54.934640,-1.615103
DH99,54.894289,-1.711359
DH991,54.779258,-1.578053
DL104,54.402586,-1.737848
DL105,54.455040,-1.744038
DL106,54.428445,-1.668298
DL107,54.373934,-1.630568
DL109,54.410458,-1.745748
DL11,54.527855,-1.543333
DL116,54.411057,-2.007824
DL117,54.531094,-1.734600
DL12,54.539153,-1.514011
DL120,54.648590,-2.139240
DL122,54.554303,-1.922067
DL128,54.542085,-1.915527
DL129,54.516753,-2.008617
DL13,54.545355,-1.523090
DL131,54.746723,-2.208333
DL132,54.744566,-2.001335
DL133,54.730169,-1.884501
DL134,54.746645,-1.814952
DL135,54.614055,-1.807688
DL14,54.521000,-1.523000
DL140,54.666326,-1.730402
DL144,54.657336,-1.680891
DL146,54.646524,-1.687407
DL147,54.660968,-1.674352
DL148,54.661286,-1.629068
DL149,54.634646,-1.717862
DL15,54.517841,-1.550164
DL150,54.724238,-1.686484
DL158,54.706326,-1.742754
DL159,54.710510,-1.758513
DL166,54.714195,-1.596455
DL167,54.696055,-1.603198
DL169,54.699316,-1.602245
DL170,54.658230,-1.556304
DL178,54.687610,-1.564531
DL179,54.699041,-1.514834
DL19,54.522094,-1.550751
DL21,54.546994,-1.470077
DL22,54.532597,-1.650757
DL23,54.560000,-1.765000
