postcode,latitude,longitude
RG456,51.368528,-0.812619
RG457,51.370193,-0.790797
RG46,51.477531,-0.921749
RG47,51.476846,-0.976828
RG48,51.479086,-0.970744
RG49,51.516603,-1.002369
RG53,51.444066,-0.917184
RG54,51.456767,-0.889738
RG61,51.444325,-0.925783
RG63,51.432012,-0.905026
RG64,51.418796,-0.946472
RG65,51.430821,-0.944786
RG66,51.457615,-0.945622
RG67,51.435991,-0.921101
RG69,51.457615,-0.945622
RG71,51.373996,-0.920648
RG72,51.377068,-1.021497
RG73,51.379934,-1.067632
RG74,51.393000,-1.150000
RG75,51.443077,-1.100016
RG76,51.449012,-1.133717
RG78,51.361588,-1.161292
RG80,51.551275,-1.040077
RG81,51.523245,-1.140246
RG86,51.483522,-1.087325
RG87,51.506696,-1.077324
RG88,51.480294,-1.123995
RG89,51.522590,-1.147024
RG91,51.531123,-0.903385
RG92,51.537514,-0.902943
RG93,51.522404,-0.876064
RG94,51.533008,-0.931353
RG95,51.548034,-1.020084
RG96,51.564336,-0.853304
RG99,51.535930,-0.904020
RH100,51.116858,-0.188177
RH101,51.122193,-0.165347
RH102,51.134682,-0.158521
RH103,51.129522,-0.143133
RH104,51.124089,-0.086032
RH105,51.103140,-0.186856
RH106,51.107174,-0.183756
RH107,51.101267,-0.150578
RH108,51.121495,-0.178207
RH109,51.128991,-0.170865
RH11,51.240566,-0.164682
RH110,51.134637,-0.224616
RH116,51.097837,-0.232282
RH117,51.124677,-0.196688
RH118,51.101256,-0.216425
RH119,51.098494,-0.213418
RH12,51.246038,-0.170754
RH120,51.098466,-0.241056
RH121,51.065339,-0.340418
RH122,51.072277,-0.326378
RH123,51.115137,-0.331263
RH124,51.073775,-0.307228
RH125,51.083790,-0.305120
RH129,51.064419,-0.322512
RH13,51.258740,-0.153565
RH130,51.053154,-0.322205
RH135,51.066751,-0.314692
RH136,51.061867,-0.299114
RH138,50.999216,-0.376398
RH139,51.024027,-0.353273
RH14,51.234824,-0.161000
RH140,51.068543,-0.542237
RH144,51.023014,-0.451895
RH149,51.023650,-0.452644
RH15,51.204017,-0.168010
RH150,50.958895,-0.108947
RH155,50.954052,-0.154065
RH158,50.960916,-0.144110
RH159,50.948272,-0.137908
RH16,51.232401,-0.172770
RH161,51.024120,-0.104839
RH162,51.005658,-0.080704
RH163,51.000305,-0.088678
RH164,50.987401,-0.114314
RH169,51.006414,-0.103822
RH175,51.005998,-0.142354
RH176,51.057592,-0.134439
RH177,51.035976,-0.029458
RH185,51.094084,0.034450
RH19,51.240567,-0.164682
RH191,51.129205,-0.019132
RH192,51.125871,-0.009743
RH193,51.127311,0.035210
RH194,51.122191,-0.004370
RH199,51.125872,-0.009742
RH20,51.241537,-0.196392
RH201,50.971912,-0.507819
RH202,50.940768,-0.449732
RH203,50.923042,-0.426133
RH204,50.920724,-0.452575
RH206,50.957398,-0.502859
RH209,50.918269,-0.454462
RH22,51.241099,-0.202989
RH27,51.236560,-0.205024
RH28,51.226246,-0.217412
RH29,51.238860,-0.216624
RH37,51.228940,-0.283938
RH41,51.242769,-0.318510
RH42,51.229614,-0.334358
RH43,51.230946,-0.374029
RH49,51.233194,-0.330004
RH54,51.214908,-0.315302
RH55,51.132589,-0.405771
RH56,51.216645,-0.388164
RH60,51.168333,-0.178937
RH66,51.171932,-0.164590
RH67,51.171930,-0.164590
RH68,51.172707,-0.172856
RH69,51.181655,-0.156890
RH76,51.154993,-0.056918
RH771,51.138774,-0.169779
RH79,51.173976,-0.019761
RH80,51.249160,0.037662
RH88,51.257609,-0.005907
RH89,51.257609,-0.005907
RH98,51.251096,-0.065272
RM107,51.554088,0.153566
RM108,51.543500,0.151350
RM109,51.539740,0.150423
RM11,51.578129,0.178754
RM111,51.568403,0.195873
RM112,51.583509,0.224649
RM113,51.566179,0.231753
RM12,51.575413,0.186975
RM124,51.558177,0.210327
RM125,51.547320,0.197122
RM126,51.557448,0.225108
RM129,51.561859,0.216335
RM13,51.578000,0.187000
RM130,51.516765,0.192120
RM137,51.534482,0.196865
RM138,51.524346,0.186804
RM139,51.527756,0.208781
RM14,51.588466,0.169801
RM141,51.561270,0.270584
RM142,51.549507,0.247280
RM143,51.552402,0.249197
RM149,51.552369,0.246539
RM154,51.499426,0.262348
RM155,51.513338,0.281243
RM156,51.501711,0.289466
RM159,51.509646,0.281159
RM162,51.500922,0.327265
RM163,51.505438,0.382745
RM164,51.486262,0.371331
RM165,51.518124,0.326441
RM166,51.492871,0.305101
RM175,51.487069,0.338285
RM176,51.476698,0.338863
RM179,51.475674,0.324784
RM187,51.465286,0.351410
RM188,51.458830,0.366108
RM191,51.488385,0.236264
RM201,51.489032,0.275564
RM202,51.484406,0.280951
RM203,51.473124,0.280215
RM204,51.477621,0.302835
RM25,51.585410,0.199176
RM26,51.589000,0.213000
RM30,51.593823,0.225644
RM33,51.605512,0.223861
RM37,51.596634,0.210115
RM38,51.597773,0.222213
RM39,51.607000,0.237000
RM41,51.649739,0.116496
RM52,51.597076,0.162270
RM53,51.590001,0.165067
RM64,51.575580,0.123033
RM65,51.580355,0.132955
RM66,51.570939,0.138950
RM70,51.565127,0.173322
RM71,51.581394,0.183538
RM77,51.577846,0.174217
RM78,51.595395,0.160746
RM79,51.576929,0.176050
RM81,51.563893,0.148518
RM82,51.551899,0.117228
RM83,51.560614,0.135537
RM94,51.539852,0.114058
RM95,51.551626,0.147103
RM96,51.532057,0.146167
RM99,51.553492,0.141954
S101,53.386366,-1.511384
S102,53.380604,-1.487817
S103,53.369456,-1.542627
S104,53.370466,-1.545727
S105,53.379000,-1.503000
S109,53.379225,-1.516186
S11,53.381549,-1.464295
S110,53.364000,-1.508000
S117,53.357698,-1.528599
S118,53.370125,-1.496615
S119,53.354612,-1.505376
S12,53.383892,-1.468730
S122,53.353000,-1.429000
S123,53.343489,-1.402286
S124,53.352471,-1.408351
S129,53.360466,-1.425085
S13,53.382187,-1.475456
S137,53.358709,-1.364586
S138,53.362183,-1.401921
S139,53.372270,-1.367405
S14,53.376425,-1.469124
S141,53.356026,-1.452714
S173,53.324423,-1.524402
S174,53.320124,-1.512530
S179,53.326130,-1.517356
S181,53.293418,-1.460191
S182,53.300026,-1.452695
S183,53.312270,-1.464771
S184,53.291534,-1.443427
S187,53.300026,-1.452695
S188,53.297742,-1.495336
S189,53.300026,-1.452695
S19,53.380373,-1.469811
S201,53.352419,-1.340192
S202,53.339323,-1.330601
S203,53.332421,-1.338938
S204,53.322006,-1.349263
S205,53.327621,-1.360303
S206,53.341380,-1.366586
S207,53.334859,-1.352341
S208,53.332197,-1.355475
S209,53.332421,-1.338938
S21,53.365499,-1.423725
S211,53.315284,-1.320560
S212,53.325768,-1.299359
S213,53.295643,-1.323483
S214,53.306278,-1.356345
S215,53.303740,-1.388121
S22,53.359448,-1.444106
S23,53.362205,-1.465303
S24,53.368848,-1.477648
S25,53.377768,-1.454225
S251,53.385847,-1.216522
S252,53.369993,-1.207330
S253,53.373676,-1.231611
S254,53.365450,-1.235591
S255,53.350303,-1.228516
S259,53.365450,-1.235591
S261,53.361338,-1.266620
S262,53.364871,-1.301153
S263,53.369285,-1.315163
S264,53.362205,-1.315682
S265,53.343378,-1.273852
S266,53.342595,-1.260542
S267,53.321086,-1.276962
S29,53.381549,-1.464295
S321,53.330561,-1.654247
S322,53.296390,-1.634824
S323,53.267878,-1.641019
S324,53.275730,-1.654780
S325,53.285609,-1.677349
S330,53.348194,-1.689601
S336,53.348311,-1.742821
S337,53.367386,-1.816676
S338,53.347290,-1.761739
S339,53.327931,-1.741022
S350,53.425128,-1.543911
S351,53.457971,-1.473619
S352,53.463982,-1.471120
S353,53.469541,-1.474003
S354,53.474000,-1.494000
S355,53.461761,-1.470168
S357,53.507432,-1.567199
S358,53.438000,-1.509000
S359,53.444541,-1.461394
S360,53.481494,-1.593653
S361,53.486406,-1.616527
S362,53.478744,-1.565577
S363,53.463907,-1.573741
S364,53.458540,-1.586401
S366,53.525261,-1.630054
S367,53.529391,-1.634016
S368,53.534140,-1.612324
S369,53.528000,-1.645000
S37,53.385164,-1.477735
S38,53.391012,-1.470942
S39,53.396567,-1.471098
S401,53.235258,-1.444247
S402,53.220120,-1.430649
S403,53.231533,-1.468789
S404,53.252586,-1.453285
S409,53.235339,-1.434598
S410,53.218000,-1.412000
S417,53.236766,-1.423026
S418,53.252000,-1.448000
S419,53.274126,-1.414187
S425,53.180070,-1.393533
S426,53.207911,-1.449377
S427,53.221746,-1.471561
S431,53.244828,-1.390205
S432,53.273598,-1.379179
S433,53.266545,-1.344392
S434,53.291513,-1.299605
S439,53.274063,-1.348296
S445,53.188430,-1.289402
S446,53.202779,-1.311277
S449,53.229056,-1.293194
S450,53.164000,-1.479000
S458,53.169523,-1.380712
S459,53.169938,-1.407513
S47,53.390429,-1.449206
S48,53.407596,-1.435566
S491,53.233118,-1.438432
S50,53.432302,-1.446182
S55,53.423277,-1.454139
S56,53.422295,-1.443829
S57,53.413277,-1.473118
S58,53.406865,-1.472445
S59,53.434402,-1.479404
S601,53.437628,-1.359225
S602,53.422961,-1.341403
S603,53.419000,-1.322000
S604,53.412544,-1.320682
S605,53.388000,-1.378000
S608,53.381028,-1.372417
S609,53.429156,-1.358344
S61,53.418264,-1.510627
S611,53.435743,-1.381907
S612,53.429143,-1.395518
S613,53.444924,-1.387721
S614,53.451679,-1.386932
S62,53.393388,-1.498762
S625,53.460984,-1.336778
S626,53.453398,-1.341399
S627,53.471199,-1.353914
S63,53.391086,-1.477647
S630,53.541572,-1.310696
S633,53.504368,-1.329046
S635,53.504365,-1.329045
S636,53.494747,-1.351777
S637,53.501978,-1.315334
S638,53.519060,-1.320865
S639,53.536569,-1.297394
S64,53.402256,-1.517594
S640,53.493145,-1.273256
S645,53.475736,-1.303830
S648,53.483376,-1.325730
S649,53.498000,-1.284000
S65,53.391778,-1.522479
S651,53.434429,-1.350994
S652,53.431373,-1.323512
S653,53.419162,-1.318033
S654,53.446327,-1.294894
S66,53.404074,-1.534074
S661,53.417674,-1.296917
S662,53.426430,-1.273085
S663,53.436695,-1.278949
S666,53.423616,-1.195874
S667,53.422091,-1.191027
S668,53.420804,-1.214887
S669,53.395753,-1.257261
S69,53.400605,-1.492330
S701,53.545483,-1.479869
S702,53.553876,-1.481381
S703,53.542837,-1.441194
S704,53.542434,-1.475319
S705,53.502694,-1.481026
S706,53.544071,-1.496456
S709,53.551636,-1.482799
S71,53.357160,-1.487407
S711,53.551909,-1.469451
S712,53.572427,-1.444972
S713,53.576538,-1.469566
S714,53.596921,-1.462828
S715,53.547660,-1.380444
S72,53.336967,-1.512415
S720,53.551956,-1.349696
S727,53.580141,-1.381042
S728,53.563780,-1.407522
S729,53.589763,-1.380373
S730,53.506915,-1.414089
S733,53.522874,-1.398620
S738,53.531826,-1.413082
S739,53.539198,-1.377671
S740,53.495162,-1.456834
S748,53.502677,-1.418746
S749,53.499022,-1.434368
S751,53.568546,-1.524583
S752,53.551891,-1.513721
S753,53.521884,-1.533054
S754,53.547100,-1.570280
S755,53.591758,-1.514790
S756,53.591824,-1.508716
S80,53.354939,-1.482581
S801,53.304329,-1.124989
S802,53.295905,-1.109032
S803,53.305436,-1.139914
S804,53.275527,-1.219320
S809,53.305295,-1.122883
S810,53.329000,-1.113000
S817,53.322189,-1.124714
S818,53.320461,-1.173524
S819,53.349460,-1.114782
S82,53.350819,-1.484509
S87,53.320597,-1.488236
S88,53.324600,-1.466328
S89,53.348991,-1.477335
S91,53.412787,-1.403287
S92,53.398267,-1.426501
S93,53.388301,-1.438408
S94,53.384940,-1.406804
S95,53.393045,-1.424466
S951,53.404296,-1.431008
S965,53.401876,-1.423579
S973,53.508602,-1.332929
S981,53.404293,-1.430992
S986,53.381549,-1.463527
S99,53.381455,-1.464295
S991,53.403666,-1.431407
S992,53.404293,-1.430992
S993,53.404293,-1.430992
SA106,51.656227,-3.857229
SA107,51.675792,-3.820612
SA108,51.724436,-3.748694
SA109,51.765125,-3.710892
SA11,51.614099,-3.942143
SA111,51.660177,-3.804674
SA112,51.649083,-3.813210
SA113,51.648926,-3.790018
SA114,51.709569,-3.694971
SA115,51.746172,-3.618611
SA119,51.661658,-3.806931
SA12,51.632908,-3.938379
SA126,51.599813,-3.796922
SA127,51.604748,-3.825032
SA128,51.600302,-3.789058
SA129,51.614860,-3.768340
SA13,51.613718,-3.948352
SA131,51.585141,-3.768889
SA132,51.570087,-3.751537
SA133,51.679991,-3.625825
SA139,51.592353,-3.778972
SA14,51.618655,-3.951039
SA146,51.763612,-4.135140
SA147,51.802975,-4.090426
SA148,51.694343,-4.081522
SA149,51.685557,-4.084562
SA15,51.621026,-3.943089
SA151,51.679979,-4.152973
SA152,51.672724,-4.165545
SA153,51.690716,-4.155407
SA154,51.699750,-4.174636
SA155,51.764070,-4.212958
SA159,51.680660,-4.166734
SA16,51.629608,-3.978437
SA160,51.708347,-4.277139
SA17,51.649042,-3.908829
SA174,51.734848,-4.234613
SA175,51.739680,-4.335626
SA18,51.623037,-3.911536
SA181,51.791273,-3.896008
SA182,51.774812,-3.993612
SA183,51.804052,-4.018559
SA189,51.791677,-3.984393
SA19,51.647957,-3.923586
SA190,51.891374,-3.988494
SA196,51.883799,-3.991936
SA197,51.949424,-4.025185
SA198,52.017838,-3.953116
SA199,51.899456,-3.791110
SA20,51.620489,-3.966137
SA200,51.964456,-3.748183
SA27,51.599399,-4.105650
SA28,51.618619,-3.999122
SA29,51.620381,-3.991731
SA31,51.588799,-4.195808
SA311,51.856994,-4.307759
SA312,51.847133,-4.277577
SA313,51.855920,-4.358155
SA319,51.850848,-4.305572
SA32,51.580307,-4.067298
SA327,51.942029,-4.163742
SA328,51.819850,-4.137625
SA33,51.577423,-4.026424
SA334,51.756083,-4.571582
SA335,51.773713,-4.390585
SA336,51.897976,-4.445524
SA34,51.579890,-4.013848
SA340,51.795007,-4.589896
SA35,51.582422,-4.003422
SA350,51.984295,-4.494516
SA360,51.956513,-4.607928
SA370,52.031310,-4.588170
SA389,52.061625,-4.515603
SA39,51.647965,-3.923586
SA399,52.004415,-4.264328
SA40,51.720713,-4.051634
SA409,52.075335,-4.161006
SA413,52.026150,-4.680910
SA420,52.021629,-4.847039
SA43,51.647885,-4.035478
SA431,52.089734,-4.648546
SA432,52.085466,-4.595113
SA433,52.079410,-4.685489
SA44,51.668378,-4.045912
SA444,52.079502,-4.246381
SA445,52.092106,-4.368244
SA446,52.164808,-4.418357
SA449,52.057784,-4.342742
SA45,51.666269,-4.016997
SA459,52.212757,-4.360108
SA46,51.660392,-4.068080
SA460,52.243097,-4.258608
SA470,52.193944,-4.312039
SA48,51.698748,-4.041624
SA487,52.124227,-4.135731
SA488,52.177203,-4.015993
SA489,52.239718,-4.266975
SA49,51.671357,-4.008762
SA54,51.644878,-4.021163
SA55,51.645000,-3.972000
SA57,51.646892,-3.962322
SA58,51.640204,-3.969678
SA59,51.637990,-3.944422
SA611,51.798640,-4.971125
SA612,51.813631,-4.961186
SA619,51.801664,-4.966378
SA623,51.751330,-4.997013
SA624,51.784260,-4.907277
SA625,51.919481,-5.008571
SA626,51.893239,-5.266632
SA634,51.851940,-4.880505
SA640,52.002291,-4.996071
SA65,51.699741,-3.885522
SA650,51.996047,-4.977560
SA659,51.994100,-4.974196
SA66,51.680796,-3.933396
SA667,51.838720,-4.730323
SA67,51.666901,-3.942796
SA677,51.800455,-4.743719
SA678,51.774127,-4.735061
SA679,51.799980,-4.743458
SA68,51.661955,-3.929780
SA680,51.730647,-4.713968
SA699,51.715449,-4.706904
SA70,51.673744,-3.887132
SA707,51.672397,-4.699775
SA708,51.674137,-4.723069
SA709,51.672833,-4.703233
SA714,51.675917,-4.903928
SA715,51.651822,-4.924707
SA724,51.692457,-4.888967
SA726,51.684652,-4.939994
SA729,51.693660,-4.941562
SA731,51.729188,-5.013130
SA732,51.713336,-5.035198
SA733,51.712061,-5.050694
SA79,51.663346,-3.872153
SA808,51.647957,-3.924033
SA83,51.711063,-3.834853
SA84,51.740700,-3.823351
SA89,51.721916,-3.845732
SA91,51.787705,-3.758854
SA92,51.792330,-3.807873
SA95,51.721909,-3.845731
SA991,51.669996,-3.945445
SE10,51.505108,-0.101103
SE100,51.496018,0.014695
SE101,51.489388,0.018004
SE108,51.475817,-0.016306
SE109,51.483776,0.001683
SE11,51.500471,-0.096601
SE114,51.492914,-0.109968
SE115,51.487039,-0.122206
SE116,51.493748,-0.118877
SE119,51.489149,-0.098453
SE12,51.502216,-0.077031
SE120,51.442461,0.018050
SE122,51.449793,0.052711
SE128,51.455980,0.021554
SE129,51.440471,0.027086
SE13,51.496614,-0.079831
SE135,51.462672,-0.009534
SE136,51.459239,-0.013354
SE137,51.466802,-0.007051
SE139,51.459240,-0.013354
SE14,51.495662,-0.085994
SE145,51.466954,-0.047559
SE146,51.469901,-0.035545
SE149,51.474646,-0.045517
SE15,51.489423,-0.065772
SE151,51.477771,-0.067057
SE152,51.476839,-0.060128
SE153,51.466934,-0.055842
SE154,51.469974,-0.069215
SE155,51.474740,-0.068683
SE156,51.478505,-0.081554
SE159,51.471766,-0.070925
SE16,51.496050,-0.099252
SE162,51.493071,-0.058011
SE163,51.486121,-0.064054
SE164,51.501771,-0.051777
SE165,51.503711,-0.038121
SE166,51.499279,-0.046826
SE167,51.492772,-0.039513
SE169,51.492763,-0.080126
SE17,51.502085,-0.117619
SE171,51.491901,-0.091280
SE172,51.488354,-0.086646
SE173,51.484685,-0.104458
SE179,51.489149,-0.098453
SE18,51.505480,-0.108609
SE181,51.481536,0.085967
SE182,51.477843,0.086145
SE183,51.469610,0.065093
SE184,51.487161,0.057546
SE185,51.493070,0.053390
SE186,51.487286,0.065820
SE187,51.484600,0.082392
SE189,51.490736,0.084847
SE19,51.506364,-0.090993
SE191,51.426351,-0.076909
SE192,51.416503,-0.075755
SE193,51.419480,-0.093910
SE199,51.418931,-0.083319
SE1P4,51.492762,-0.080152
SE1P5,51.492761,-0.080152
SE20,51.480720,0.132652
SE207,51.417641,-0.050452
SE208,51.409210,-0.062142
SE209,51.415206,-0.053734
SE217,51.434203,-0.085226
SE218,51.434706,-0.094543
SE219,51.436412,-0.087163
SE220,51.455457,-0.065251
SE222,51.454245,-0.072930
SE228,51.459956,-0.082882
SE229,51.458870,-0.072606
SE231,51.445554,-0.046112
SE232,51.438312,-0.043241
SE233,51.438410,-0.055093
SE239,51.437114,-0.053321
SE240,51.473914,-0.096725
SE244,51.473914,-0.096725
SE249,51.450666,-0.100490
SE254,51.399522,-0.079990
SE255,51.396911,-0.077483
SE256,51.403707,-0.082388
SE259,51.399524,-0.079990
SE264,51.430039,-0.037884
SE265,51.425324,-0.042588
SE266,51.429763,-0.065660
SE269,51.437114,-0.053321
SE270,51.430847,-0.105594
SE277,51.429605,-0.099373
SE279,51.436823,-0.095922
SE28,51.498498,0.104450
SE280,51.495861,0.080773
SE288,51.508409,0.123238
SE289,51.498498,0.104450
SE29,51.493536,0.108716
SE30,51.466229,0.009333
SE33,51.466137,0.009333
SE37,51.478630,0.007031
SE38,51.475472,0.031143
SE39,51.461020,0.011398
SE41,51.463710,-0.026232
SE42,51.457005,-0.042010
SE49,51.463303,-0.035628
SE50,51.476135,-0.096138
SE55,51.473914,-0.096725
SE57,51.478899,-0.082635
SE58,51.470720,-0.077953
SE59,51.471005,-0.093779
SE61,51.433870,-0.001176
SE62,51.441166,-0.011923
SE63,51.426825,-0.028585
SE64,51.441044,-0.028634
SE69,51.438361,-0.019944
SE77,51.492317,0.030537
SE78,51.484633,0.038564
SE79,51.489343,0.017988
SE83,51.488862,-0.035849
SE84,51.476846,-0.026126
SE85,51.486000,-0.037000
SE89,51.481191,-0.025878
SE91,51.454445,0.052433
SE92,51.438243,0.073707
SE93,51.438402,0.063167
SE94,51.439205,0.036656
SE95,51.443846,0.037938
SE96,51.463595,0.051159
SE99,51.449792,0.052685
SG106,51.833535,0.066926
SG11,51.897905,-0.191635
SG111,51.889900,0.011802
SG112,51.909932,0.026582
SG12,51.911974,-0.220352
SG120,51.818754,-0.028571
SG124,51.805799,-0.022812
SG127,51.813816,-0.014105
SG128,51.779794,-0.004828
SG129,51.807391,-0.028269
SG13,51.911847,-0.203652
SG137,51.797914,-0.050408
SG138,51.745945,-0.124252
SG139,51.795732,-0.072981
SG14,51.921156,-0.190352
SG141,51.795760,-0.076866
SG142,51.823102,-0.121701
SG143,51.807373,-0.084843
SG15,51.912197,-0.191323
SG156,52.010496,-0.262432
SG16,51.929859,-0.162991
SG166,51.999861,-0.322702
SG175,52.011277,-0.346566
SG179,52.038292,-0.333424
SG180,52.092238,-0.256835
SG181,52.085921,-0.262511
SG188,52.085418,-0.253569
SG189,52.099376,-0.299890
SG19,51.896108,-0.203001
SG191,52.135020,-0.283790
SG192,52.128747,-0.228149
SG193,52.151663,-0.192371
SG199,52.128597,-0.288522
SG20,51.905378,-0.164935
SG27,51.940346,-0.103568
SG28,51.881402,-0.185599
SG29,51.890361,-0.160316
SG36,51.865735,-0.182512
SG40,51.947876,-0.254362
SG47,51.960348,-0.169183
SG48,51.852064,-0.234685
SG49,51.946720,-0.257012
SG51,51.953098,-0.267664
SG52,51.952496,-0.288556
SG53,51.966895,-0.379672
SG54,51.998651,-0.250157
SG59,51.896084,-0.203001
SG61,51.985214,-0.201431
SG62,51.971803,-0.201240
SG63,51.971426,-0.230896
SG64,51.989640,-0.225314
SG69,51.982000,-0.209000
SG75,51.990565,-0.189215
SG76,51.964386,-0.132584
SG80,52.090265,-0.115800
SG81,52.057936,-0.032375
SG85,52.080172,-0.038380
SG86,52.067000,-0.006000
SG87,52.054870,-0.016939
SG88,52.017438,0.017432
SG89,52.045388,-0.020406
SG90,51.973673,0.040902
SG99,51.958601,-0.025484
SK101,53.261294,-2.126470
SK102,53.269121,-2.110809
SK103,53.266030,-2.143171
SK104,53.277336,-2.230249
SK105,53.293349,-2.107302
SK109,53.260666,-2.125134
SK11,53.409872,-2.160472
SK110,53.155449,-2.074865
SK116,53.256648,-2.125482
SK117,53.248233,-2.126986
SK118,53.246936,-2.137157
SK119,53.261359,-2.282887
SK12,53.417446,-2.141874
SK121,53.348553,-2.144980
SK122,53.360988,-2.030494
SK13,53.409000,-2.159000
SK130,53.450392,-1.987990
SK131,53.461866,-1.966540
SK132,53.461084,-1.967067
SK135,53.431103,-1.996048
SK136,53.450327,-1.978113
SK137,53.443000,-1.927713
SK138,53.438768,-1.947756
SK139,53.442934,-1.949317
SK14,53.408256,-2.144611
SK141,53.446233,-2.075994
SK142,53.452965,-2.061415
SK143,53.451877,-2.078700
SK144,53.465010,-2.075636
SK145,53.434381,-2.069471
SK146,53.450832,-2.014959
SK148,53.463560,-1.992219
SK149,53.451877,-2.078700
SK151,53.479605,-2.064829
SK152,53.476057,-2.038562
SK153,53.502548,-2.030068
SK159,53.483452,-2.056155
SK164,53.479425,-2.091935
SK165,53.466246,-2.083110
SK170,53.139946,-1.806836
SK171,53.262265,-1.912306
SK176,53.258272,-1.923136
SK177,53.260846,-1.903419
SK178,53.280556,-1.775008
SK179,53.230808,-1.917448
SK19,53.405973,-2.158487
SK221,53.379930,-1.982463
SK222,53.387363,-1.948931
SK223,53.363411,-2.004243
SK224,53.366268,-2.001990
SK229,53.329384,-1.908010
SK230,53.323831,-1.915963
SK236,53.338650,-1.941480
SK237,53.329728,-1.983039
SK239,53.323257,-1.918967
SK25,53.393928,-2.101811
SK26,53.400124,-2.156405
SK27,53.391351,-2.142900
SK29,53.407561,-2.161562
SK30,53.396461,-2.185010
SK33,53.407565,-2.161562
SK38,53.382831,-2.155936
SK39,53.397383,-2.181780
SK41,53.408818,-2.161807
SK42,53.410323,-2.195540
SK43,53.410825,-2.207036
SK44,53.419432,-2.181378
SK45,53.432028,-2.166953
SK49,53.407561,-2.161562
SK56,53.450303,-2.159616
SK57,53.429754,-2.153534
SK58,53.422824,-2.131358
SK59,53.407565,-2.161562
SK60,53.418984,-2.101194
SK61,53.423958,-2.090912
SK62,53.418712,-2.108460
SK63,53.408901,-2.103396
SK64,53.412840,-2.090257
SK65,53.400638,-2.053323
SK66,53.394764,-2.061406
SK67,53.379480,-2.052244
SK68,53.364995,-2.075338
SK69,53.393110,-2.063313
SK70,53.356375,-2.165514
SK71,53.356166,-2.159339
SK72,53.366039,-2.149983
SK73,53.375810,-2.176382
SK74,53.379038,-2.116386
SK75,53.381702,-2.130224
SK76,53.373473,-2.108931
SK79,53.407565,-2.161562
SK81,53.390070,-2.211987
SK82,53.395744,-2.195007
SK83,53.367476,-2.230014
SK84,53.396713,-2.236007
SK85,53.375670,-2.191067
SK86,53.374123,-2.208285
SK87,53.374643,-2.180842
SK89,53.393134,-2.217761
SK90,53.328230,-2.231364
SK91,53.327959,-2.231138
SK92,53.340304,-2.219640
SK93,53.344426,-2.212196
SK94,53.334455,-2.237300
SK95,53.323678,-2.245707
SK96,53.322291,-2.247125
SK97,53.293841,-2.291623
SL00,51.545519,-0.526512
SL01,51.508271,-0.584618
SL09,51.508271,-0.584618
SL10,51.508270,-0.584618
SL11,51.506289,-0.583642
SL12,51.507559,-0.600304
SL13,51.512351,-0.607809
SL14,51.514000,-0.619000
SL15,51.512086,-0.641222
SL16,51.519958,-0.647805
SL17,51.535928,-0.665917
SL18,51.541429,-0.664877
SL19,51.511412,-0.628099
SL21,51.529849,-0.622254
SL22,51.534725,-0.628624
SL23,51.575382,-0.600776
SL24,51.552243,-0.569220
SL25,51.519564,-0.567650
SL30,51.484701,-0.529669
SL33,51.508270,-0.584618
SL36,51.528406,-0.572980
SL37,51.503721,-0.571388
SL38,51.497856,-0.538394
SL39,51.484366,-0.569574
SL41,51.481560,-0.612923
SL42,51.461396,-0.587062
SL43,51.475875,-0.620439
SL44,51.472632,-0.650068
SL45,51.481762,-0.650994
SL46,51.496991,-0.640633
SL49,51.481162,-0.610401
SL50,51.399000,-0.614000
SL55,51.401786,-0.653434
SL57,51.410956,-0.673901
SL58,51.412142,-0.688820
SL59,51.390357,-0.630156
SL60,51.525604,-0.700974
SL601,51.518554,-0.714794
SL61,51.523131,-0.706680
SL62,51.492921,-0.704510
SL63,51.518553,-0.714794
SL64,51.515088,-0.759582
SL65,51.526674,-0.758345
SL66,51.542030,-0.767546
SL67,51.530769,-0.718516
SL68,51.533692,-0.703843
SL69,51.557370,-0.743748
SL71,51.573842,-0.769990
SL72,51.571602,-0.782777
SL73,51.586345,-0.769407
SL79,51.570718,-0.775166
SL85,51.575210,-0.708969
SL90,51.586785,-0.542528
SL91,51.587111,-0.554003
SL951,51.497864,-0.532544
SL97,51.578727,-0.565040
SL98,51.595136,-0.561217
SL99,51.606372,-0.568270
SM11,51.359918,-0.193024
SM12,51.361641,-0.198070
SM13,51.372163,-0.189323
SM14,51.365314,-0.183790
SM19,51.359918,-0.193024
SM25,51.359838,-0.183777
SM26,51.354792,-0.200019
SM27,51.344597,-0.204844
SM38,51.357844,-0.216761
SM39,51.386407,-0.208638
SM44,51.395407,-0.216192
SM45,51.403300,-0.192479
SM46,51.392000,-0.179000
SM49,51.401404,-0.196134
SM51,51.379660,-0.176411
SM52,51.372197,-0.170098
SM53,51.358936,-0.169722
SM54,51.352118,-0.157628
SM59,51.360000,-0.153000
SM60,51.360240,-0.153726
SM66,51.360000,-0.153000
SM67,51.374319,-0.155214
SM68,51.361032,-0.128884
SM69,51.356117,-0.127953
SM71,51.323362,-0.225921
SM72,51.321806,-0.204052
SM73,51.331000,-0.194000
SM79,51.321593,-0.203027
SN101,51.352513,-2.002679
SN102,51.361635,-1.972073
SN103,51.358175,-1.894996
SN104,51.274823,-1.992482
SN105,51.342072,-2.003856
SN109,51.351648,-1.991924
SN11,51.565233,-1.783232
SN110,51.439056,-2.007490
SN117,51.439276,-2.005908
